doc;content
https://genius.com/0-600-and-neo-pistea-calor-lyrics;[Letra  de "Calor" ft. Lara91k]      [Intro: Lara91k]   Yeah, uh   Ey, yeah, yeah   Uh, yeah, yeah, ey   Ey, ey, ey   Préndelo, yeah      [Estribillo: Lara91k]   Préndelo, se ponen en fila por un blunt (Agítalo)   Todo' venden su culo, mi amor (Acércalo)   Ellos se prenden fuego en la calor (Y así es como)   Se dan vuelta como Courtney Love (Préndelo)   Se ponen en fila por un blunt (Agítalo)   Todo' venden su culo, mi amor (Acércalo)   Ellos se prenden fuego en la calor (Y así es como)   Dando una vuelta como Courtney Love   Se ponen en fila por un blunt   Todo' venden su culo, mi amor   Ellos se prenden fuego en la calor   Se dan vuelta como Courtney Love      [Verso 1: Neo Pistéa]   Préndelo, mientras movémelo   En lo oscuro, pegado al muro, ey   Beba, vos prendémelo, que me agarra la calor   Tu culo es ciencia ficción, quiero ver tu peliculón   Si me acerco, prendo un blunt, no vas a decir que no   Si te agarra la calor, causa una buena situación   Qué rica satisfacción   Prenderte aunque me meta en un lío más   Si eso llama mi atención   La plata y tu toto, esto es amor de verdad   Ey, sí, que   Dame, quiero chispa, girl   Lo voy a prender y te voy a prender también   ¿Por qué no te prendés? Bebé y lo prendés   Después te pienso comer, te voy a comer   Bebé, voy a comer pero-pero primero prendé   ¿Por qué no te prendés? Bebé y lo prendés   Desde que te vi bailando, la calor me está pegando   Si veo que nadie nos mira, bebé, meto mano   Si veo que nadie nos mira, traémelo   Acércalo, agítalo, rolámelo y      [Estribillo: Lara91k, Neo Pistéa &amp  Ambos]   Préndelo, se ponen en fila por un blunt (Agítalo)   Todo' venden su culo, mi amor (Acércalo)   Ellos se prenden fuego en la calor (Y así es como)   Se dan vuelta como Courtney Love (Préndelo)   Se ponen en fila por un blunt (Agítalo, agítalo)   Todo' venden su culo, mi amor (Acércalo, ey)   Ellos se prenden fuego en la calor (Y así es como, hace calor, babe)   Dando una vuelta como Courtney Love (Préndelo)   Se ponen en fila por un blunt (Agítalo, babe)   Todo' venden su culo, mi amor   Ellos se prenden fuego en la calor (Hace calor, babe)   Se dan vuelta como Courtney Love      [Verso 2: Lara91k]   Hace calor, subió la tensión   Tomamo' vitamina' para sentirno' mejor   Hace calor, decís que no   Sabe lo que quiere pero llama mi atención   Caigo con las pibas y siempre me voy con vos   Ya sé que es temprano pero quiero irme con vos   Y te lo juro, en lo oscuro, lo juro, no puedo   Decirte que no, aunque siempre lo dude primero   Baby, ya sabemo', esto fue siempre así   Vos me enamoraste, por eso mentí   Pero cuando juego pongo el on a mil   Ansiando con tenerte y préndelo      [Estribillo: Lara91k]   Se ponen en fila por un blunt   Todo' venden su culo, mi amor   Ellos se prenden fuego en la Calor   Se dan vuelta como Courtney Love (Préndelo)   Se ponen en fila por un blunt (Agítalo)   Todo' venden su culo, mi amor (Acércalo)   Ellos se prenden fuego en la Calor (Y así es como)   Dando una vuelta como Courtney Love
https://genius.com/0-600-and-neo-pistea-estado-de-animo-lyrics;[Letra de "Estado de Ánimo"]      [Intro]   Tony, baby   0-600, mami   Eh, ¿cómo que no pasó na'?   Sí, kelowa, mami, si rolo dos, ey   Y kelowa, mami, uh, sí      [Estribillo]   Y kelowa, mami, si rolo dos, rolo dos (Ey, sí)   Deja de pensar lo que pasó, bebé, pasó   Pa' cambiar tu estao' de ánimo, de ánimo   Te vo' hacer olvidar el trágico, tan trágico (Ey, sí, eh)   Le dije "Trepa, perra" y se animó, se animó (Ey, sí)   Dejó de pensar lo que pasó, se me trepó (Yeah)   Le cambié su estao' de ánimo, de ánimo   Bebió dos copas y se animó, se animó (Ey, sí)      [Verso]   Bailando lento, she is my gangsta' bitch, gangsta' bitch (Sí)   Culo grande como Christy, Christy   Parece un video de 50   Como lo mueve, me tiene prendiendo el clipper   Voy a comerte por partes   Creeper, Jack the Ripper   Tu ex es Jeepers Creepers, Jeepers Creepers (Sí)   Tengo que informarte, ya no es como antes   Pero mi mano y tu culo son un pacto aparte   Loca, vo' so' mala, conozco tus caras   Pero voy a hacerte creer que nunca pasó nada (Que nunca pasó nada), yeh   Fumemo', dale, mamita, regálame una sonrisa (Bu-bunny)   Que a cambio de eso le doy a tu booty, ma', una paliza (Ey, ey)   Ojos cerrao', toa' mojada, casi se hace pis (Ey)   Terminamos en el piso, la cama es un ring, eh, ey   Su culo mojándose (Se moja)   Grita mi nombre, me dice: "Bebé", ey (Oh, yeah)   La puedo matar cogiéndola así, eh, ey   Para tu condición, te traje la cura, que es pura acción   Tengo la solución, sólo te hace falta una posición   Sé tené' otro', mami, pero no son   Bandido' de barrio así como yo (Como yo)   Te toco to' el tiempo mientras te doy   Mi mano ahí, eso te gusta a vo'   Fumemo', olvidemo' si algo pasó   La pasti' en el trago se derritió   Rompiendo la cama contra el paredón   Te hiciste agua al sol, mamá   Vos golpealo, yo quedo quieto   Eso está apretao', perfecto (Perfect)   Yo soy real, eso' son intento'   No cambié nada por esto   Con esto se olvida de todo, negro, apena' se lo meto   Panti al costado y adentro   Vierto mi contenido completo en su cara de ángel   Y después la siento en esto   Yo sí que la completo, su culo está contento (Contento)   Su gato en el aeropuerto y si abre la' nalga' grita, cómo lo siento   Y no, no tengo moto pero yo la mojo como un maremoto (Skrrt, skrrt)   Me gusta ese toto, tiene demasiado, vibra como terremoto (Ey, me gusta)   Ey, ey, sí   La vi desestresándose, en tanga con mi remera paseándose   Y, y después se va (Después se va)   Contenta porque piensa que olvidé   Que me falló y decepcionó, que es una zorra más   Pero cuando me llama, yo siempre llamo y le pregunto      [Estribillo]   Y kelowa, mami, si rolo dos, rolo dos (Ey, sí)   Deja de pensar lo que pasó, bebé, pasó   Pa' cambiar tu estao' de ánimo, de ánimo   Te vo' hacer olvidar el trágico, tan trágico (Ey, sí, eh)   Le dije "Trepa, perra" y se animó, se animó (Ey, sí)   Dejó de pensar lo que pasó, se me trepó (Yeah)   Le cambié su estao' de ánimo, de ánimo   Bebió dos copas y se animó, se animó (Ey, sí)      [Outro]   Ey, sí   0-600
https://genius.com/0-600-and-neo-pistea-oro-y-perfume-lyrics;[Letra de "Oro y Perfume" ft. Mike Southside]      [Intro: Neo Pistéa]   Eh, eh, eh, ey   Tony, baby   Mike   0-600   Buy, hey   Buy, hey      [Pre-Estribillo: Neo Pistéa]   Que el gas, que la luz y que el alquiler, negro, yo te hablo de money, de money   Despensa, la droga y el internet, que el mundo se compra con money   In ma' Benz, money in ma' pants in ma' pocket, bebé, billete', papele'   Money, money, money   Ey, eh, eh      [Estribillo: Neo Pistéa]   Eh, eh-eh-eh, eh (Uh-uh)   Eh, quiero mis papele' (Uh, uh)   Eh, eh-eh-eh, eh   Eh-eh-eh, eh, eh      [Verso 1: Mike Southside]   Que yo no tengo por qué, si lo hicimo' otra vez (Eh)   Explicarte toa' mi' movida' (Ey)   Si me conocés, que todo va a estar bien (Por qué)   Voy variando alternativas   Si el tiempo no es cien, pero eso sí fue   Consecuencia', jugadas perdidas   Ella vestida Guess, esperándome (Ey)   Diva, perdón, es que me olvidé el día   Que soy un desastre, eso ya lo escuché   Que voy a quedarla, que quieren tirarme, eso ya lo escuché   Que ayer me esperaste, que siempre voy tarde, eso ya lo escuché (Ey)   Ya vi que llamaste, que quieres matarme, eso ya lo escuché   Beba, ya te escuché (Ey)   Papers, humo en las paredes   Diva, estoy cansado, costumbres que pueden, me pueden (Ey)   Atolondrado, perdón que me cueste   Cada uno en su monto y eso se vende, pay me   Dormir, coger, vender, yo sé que se pierden   Morado en la fiesta, sobrado en la pista, volvieron los jefes      [Estribillo: Neo Pistéa]   Eh, eh-eh-eh, eh (Uh-uh)   Eh, quiero mis papele' (Uh, uh)   Eh, eh-eh-eh, eh   Eh-eh-eh, eh, eh      [Verso 2: Neo Pistéa]   (Tony, baby)   Porque sos hija del diablo, gata criminal   Te fuiste, sólo la plata me puede salvar   Papeles yo quiero (Ey), papel de jaguare' (Tony)   Tony, baby, esskeetit (Money, money, money, money)   Los pibes te pegan si pego el grito (Ey)   Vas a suicidarte, no seas tontito (Uy)   Mi droga en bagullos, separaditos (What?)   Yo quiero el billete, ese chicken frito, lo necesito   0-600, poneme el beat   Que me queda el año, Wyclef Jean   Y una zorra que sola se saca el jean y   Que por qué estoy flex, por qué rimo así   Que por qué me drogo ante' de subir   Siempre tienen algo para decir   Pero bueno, yo quiero papele' green   ¿Y cuándo llega mi hoe? Llamo hoes y listo   Me olvido de eso' tonto', me olvido hasta que existo   Quiero papele', 'manito, lo juro por Jesucristo   I'm Tony, Open, Rolex, Gucci   Tengo lo que quiero, what do you want? Yeezy's   Hijos de ya lo sé, que voy a quemarlo' con kerosén   Mi flow es caramelo, bebé, chupa como lollipop   AK-47, 4-0 Glock   0-600, más plata que ceniza en el cenicero, esskeetit      [Pre-Estribillo: Neo Pistéa]   Que el gas, que la luz y que el alquiler, negro, yo te hablo de money, de money   Despensa, la droga y el internet, que el mundo se compra con money   In ma' Benz, money in ma' pants in ma' pocket, bebé, billete', papele'   Money, money, money   Ey, eh, eh      [Estribillo: Neo Pistéa]   Eh, eh-eh-eh, eh (Uh-uh)   Eh, quiero mis papele' (Uh, uh)   Eh, eh-eh-eh, eh   Eh-eh-eh, eh, eh
https://genius.com/0-600-and-neo-pistea-rivotril-lyrics;[Letra de "Rivotril"]      [Pre-Estribillo]   Por toda' esas veces que me fastidiaste (Bitch)   En la entrada del baile, bae, mi nombre usaste   Mira en que me transformaste, mami, en un desastre   Si te dejó, tomate una para olvidarte (0-6-0-0)      [Estribillo]   Que la mierda la lleva el Rivotril (Ey)   Lo malo se va con el Rivotril (Ey)   Mis negros tomando su Rivotril   Clonazepam, 2 miligramos, Rivotril   En mi ronda hay Rivotril, yeh, stoner bitch   Rivo-Rivo-Rivo-Rivotril (Ey, ey, ey)   Slowmo', hey, niggi, hey      Que la mierda la lleva el Rivotril   De la esquina al baile, el Rivotril   Los wacho' y las wacha'   Y su Rivotril, Rivotril, Rivotril, Rivotril, Rivotril (Rivotril)   Rivotril, Rivotril (Ey)   La droga se está adueñando de mí   ¿Que tengo pastillas para dormir?   Rivotril, Rivotril, ey (Ey, ey, ey)      [Verso]   Do it, ¿qué es lo que tanto presume?   Si yo estoy tranquilo sin romper nada   Armando un blunt pa' que mi gata fume   Que ya me aburre, you men   Tu gata a mí se me sube   Decile que sea más señorita   Solo me solicita un coche en Uber   Y si lo pago, viene a casa   No es que me hago, siempre me pasa   Viene una y después me olvido   Tengo laguna', el cerebro rompido   Tu camino a la fama interrumpido   Desde que me puse pa' lo mío   Robert De Niro, es que apuesto en esto desde el principio   Besa mi anillo   I got bitches in my club   Todas drogadas con Rivotril   Babeadas, mareadas, dentro del V.I.P   Pasada, empastada, pero sin dormir, con cara de zombie   Porque Tony siempre trae la mermelada   La misma de siempre, bae, pero más cara   La mierda de siempre, actualizada   Tony se adelanta a tu jugada (Esskeetit)   Porque Tony como Messi siempre se adelanta a tu jugada   Porque tengo cancha en esto, yo la tengo clara (Oh, yeh)   'Tamos listo', 'tamos puesto' como P. Wallace   Sigo poor kid, kickflip, puta, en tu cara   No me sorprende que miren con esa mirada   La estadística en la mesa, bae, las cuenta' clara'   Si me pongo tu remera, juego con la diez   ¿Ves, niggi?, ¿ves?, ¿ves?, gamer sin fama   Rivotril, drogado, tirado, sin dormir   No supieron verla, yo sí la vi (Sí la vi)   Les di mi flow como souvenir   Vine para darlo' vuelta, es un decir   Que voy a voltearlo' como roast beef (Oh, yeh)   Dinero como el Chief Keef, ey   Money, music, kief   Rivotril, baby      [Pre-Estribillo]   Por toda' esas veces que me fastidiaste (Bitch)   En la entrada del baile, bae, mi nombre usaste (Puta)   Mira en que me transformaste, mami, en un desastre   Si te dejó, tomate una para olvidarte      [Estribillo]   Que la mierda la lleva el Rivotril   Lo malo se va con el Rivotril   Mis negros tomando su Rivotril   Clonazepam, 2 miligramos, Rivotril   En mi ronda hay Rivotril, yeh, stoner bitch   Rivo-Rivo-Rivo-Rivotril (Ay, ay, ay)   Slowmo', hey, niggi, hey (Ay, ay, ay)      Que la mierda la lleva el Rivotril (Wuh)   De la esquina al baile, el Rivotril (Oh, yeh)   Los wacho' y las wacha'   Y su Rivotril, Rivotril, Rivotril, Rivotril, Rivotril   Rivotril, Rivotril   La droga se está adueñando de mí (Rivotril)   ¿Que tengo pastillas para dormir?   Rivotril, Rivotril, ey
https://genius.com/0-600-and-neo-pistea-tumbando-el-club-lyrics;[Letra de "Tumbando el Club" ft. C.R.O, Mike Southside &amp  Coqeéin Montana]      [Estribillo: Neo Pistéa]   Y ahora todos tiran beef   Yo los vi, son más de dos   Pero eso no es trap, 'manito   Trap es mi negro en prisión   Trap no son tus putas   Trap es mi equipo tumbando el club   Tumbando el club, ey   Tumbando el club, ey (Ah)   Tumbando el club, ey   Tumbando el club, ey   Ya saben todos, nos llevamo' el 2016 (Ah  ah)   Tumbando el club, ey   Tumbando el club, ey   Trap no son tus putas   Trap es mi equipo tumbando el club   Sí, tumbando el club, ey (Ah)   Tumbando el club, ey   Ya saben todos, nos llevamo' el 2016 (Ah  ah)   Tumbando el club, ey   Tumbando el club, ey   Guacho, eso no es trap, 'manito   Trap es mi negro en prisión (Ah  ah)      [Verso 1: C.R.O]   Puta, entro escupiendo pura adrenalina   Vaciando tinta en la esquina   Garchando con la más fina   Mirando mal al que mira   Tirándole al que me tira   Navego entre toa' la mierda   Negro, no quiero tu cima   Así que REC, perra, fresh, perra (Ah)   Sé muy bien que me querés tener, perra   Tres perras me esperan   Creo que una era tu mujer, nigga (Ah)   Next, nigga, ¿ves, nigga?   Tu grupo nunca lo va a valer, nigga   Mentiras te tiran   Mis putas ya saben como es, nigga (Ah, ah)   My nigga, yo ando por el barrio   No venga' a decir lo contrario   Sé que no tengo que perderme pero es que ese culo es tan extraordinario (Ah-ah-ah)   Estamos comiendo tu año   Lo saben y vos lo sabés   Negro, que no te suene extraño, si cuando aparezco, desaparecés (Ah)   My nigga, yo ando por el barrio   No venga' a decir lo contrario   Sé que no tengo que perderme pero es que ese culo es tan extraordinario (Ah)   Estamos comiendo tu año   Lo saben y vos lo sabés   Negro, que no te suene extraño, si cuando aparezco, desaparecés (Ah)      [Verso 2: Mike Southside]   Sumando giros solares   Como Floyd invicto, sin un Plan B   Cambien, esquivan, no pueden golpearme   One moment, I don't understand, girl   Mis raye' los noto normales, pausen   I don't understand, girl   El Nerxus opaca, pese a quien le pese   De una a la vez y no frené (Ah, ah, ah)   Mi equipo no duerme, descansan si pueden   No sé qué me quieren contar   No forrean ni la mitad, mientras lo 'rolo al fumar (Ah  ah)   No escucho el "bla, bla"   La presión bajo el "click, clack"   Ando ileso, sin trabas, ah   Mi misión es la misma   Babe, mi misión es la misma (Ah-ah-ah)   Ya crecí para esto, entiéndelo   Sirviendo jarabe, revuélvelo   En el dizzer adentro, sin quererlo   Si pides favores, devuélvelos (Ah  ah)   Ya crecí para esto, entiéndelo   No mentí, por eso es que me va mejor   No quiero su mierda, perdió valor   Erran estando cerca (Ah)      [Verso 3: Coqeéin Montana &amp  Neo Pistéa]   Fuck esas putas del trap   Sé que les tiembla para disparar   Lo suyo es vender, lo nuestro es robar   Free Gordo Valor, fuck Chapo Guzmán   Y yo qué sé, si no entiendo nada   Fumo pa' olvidar y no pensa' en nada   Mejor cállate y no me digas nada   Guacho, no te zarpés, sé tus coordenada'   Oh, man, God damn (Ah, ah, ah)   Dos-cero-uno-séi'   Es de los pibe' y vos lo sabé'   Viven en noveno, eso yo lo sé   Lo hago por mi negro, free JD (Ah  ah)   R.I.P Michael, R.I.P Pacha   Mis hermanos me esperan del otro lado   Mala vida, ya estamos acostumbrados   Soy como un Ferrari porque vivo acelerado y qué lo qué   Los guachos del barrio no consumen molly (Ah)   Acá hay vino, Pritty y Rivotril   Si Gucci es tu santo, está' equivocado   Acá le rezamo' al Gauchito Gil (Ah, ah)   Mi cintita roja lista pa' la envidia por si me quiere frenar el civil (Ey  Tony)   Me revisa, no me encuentra nada (Sí)   Me río en su cara, ya la consumí, ey (Ey, sí)      [Verso 4: Neo Pistéa]   Llegó el momento de decir la verdad (Ah  ah)   Tengo un par de hijos por toda la ciudad   Simón dice que te ponga a bailar   Así que mueve tu culo, culo, apriétale al clack (Ah  ah)   You bitch, ronrroneando en el medio   Mirá como sacude, se parece un salero   Please, Southside, quítamelo del medio   Ya nos cargamos el año, evitensé un daño serio, que- (Ah)   Están perseguidos   Me chupan la sangre, parecen vampiros   Dame dos, disparos que tiro   Me chupan el flow, ya me tienen podrido (Ah, ah)   Estoy cómodo, esos no son trap, nigga, son homeboys   Trap no es tu puta girando como un trompo   Trap es mi negro ahí encerrado, apuñalado con un pedazo de vidrio de un espejo roto (Ah)   Y como si fuera rich   Pero en el barrio barro la street   Negro, no paro, caro mi team   Me llevo el año, muerte a este gil (Ah, ah, ah)   0-600, call me   'Toy sentado fumando con mi-   Puta al lao', los tengo junados   'Toy acelerao', nigga, voy como Sonic (Ah)      [Estribillo: Neo Pistéa]   Y ahora todos tiran beef   Yo los vi, son más de dos   Pero eso no es trap, 'manito   Trap es mi negro en prisión   Trap no son tus putas   Trap es mi equipo tumbando el club   Tumbando el club, ey   Tumbando el club, ey   Tumbando el club, ey (Ah)   Tumbando el club, ey   Ya saben todos, nos llevamo' el 2016 (Ah  ah)   Tumbando el club, ey   Tumbando el club, ey   Trap no son tus putas   Trap es mi equipo tumbando el club   Sí, tumbando el club, ey (Ah)   Tumbando el club, ey   Ya saben todos, nos llevamo' el 2016 (Ah  ah)   Tumbando el club, ey   Tumbando el club, ey   Guacho, eso no es trap, 'manito   Trap es mi negro en prisión (Ah-)
https://genius.com/0-intend-oh-wow-lyrics;Lyrics from Snippet      [Chorus: Trippie Redd with 0-intend]   Oh wow, oh wow   Oh wow, oh wow   Oh my God, huh, oh my God, bitch   Oh wow, oh my God, bitch   Oh wow, oh, oh, oh
https://genius.com/00-60-24sex-lyrics;Lyrics for this song have yet to be released. Please check back once the song has been released.
https://genius.com/00-60-bmtr-lyrics;Lyrics for this song have yet to be released. Please check back once the song has been released.
https://genius.com/00-60-clepsydre-lyrics;Lyrics for this song have yet to be released. Please check back once the song has been released.
https://genius.com/00-60-couture-lyrics;Lyrics for this song have yet to be released. Please check back once the song has been released.
